prospect_id,start_date,funnel_stage,access_channel,region,lead_source,days_interacted,services_interested,services_purchased,revenue,total_cost
2126,6/9/2025 20:33,Proposal & Negotiation,Desktop,UK,Direct,69,4,0,0,298
2126,6/9/2025 20:33,Deal Signed,Desktop,UK,Direct,23,2,2,18180,7333
2755,4/11/2025 17:04,Awareness,Desktop,UK,Direct,128,1,0,0,726
2755,4/11/2025 17:05,Interested,Desktop,UK,Direct,55,3,0,0,737
1595,3/24/2025 20:29,Awareness,Desktop,Germany,Social Media,126,0,0,0,446
1595,3/24/2025 20:30,Interested,Desktop,Germany,Social Media,53,3,0,0,287
1595,3/24/2025 20:31,Proposal & Negotiation,Desktop,Germany,Social Media,38,3,0,0,316
1595,3/24/2025 20:33,Proposal & Negotiation,Desktop,Germany,Social Media,128,3,0,0,514
1595,3/24/2025 20:35,Deal Signed,Desktop,Germany,Social Media,101,4,4,30860,14135
2498,3/3/2025 18:27,Awareness,Tablet,France,Social Media,51,0,0,0,299
2498,3/3/2025 18:28,Interested,Tablet,France,Social Media,65,1,0,0,278
1515,3/6/2025 23:58,Awareness,Mobile,Canada,Direct,126,0,0,0,203
2286,4/11/2025 4:38,Awareness,Tablet,UK,Email,66,1,0,0,497
2286,4/11/2025 4:39,Interested,Tablet,UK,Email,99,1,0,0,224
1372,3/18/2025 14:12,Awareness,Tablet,France,Email,127,0,0,0,532
1372,3/18/2025 14:14,Interested,Tablet,France,Email,119,2,0,0,245
1510,4/8/2025 5:48,Awareness,Mobile,India,Google,56,1,0,0,310
1510,4/8/2025 5:49,Interested,Mobile,India,Google,62,2,0,0,312
1510,4/8/2025 5:50,Proposal & Negotiation,Mobile,India,Google,43,5,0,0,714
1510,4/8/2025 5:52,Proposal & Negotiation,Mobile,India,Google,119,4,0,0,708
1390,3/15/2025 10:09,Awareness,Mobile,Canada,Social Media,129,1,0,0,368
1390,3/15/2025 10:11,Interested,Mobile,Canada,Social Media,102,3,0,0,332
1263,3/31/2025 15:09,Awareness,Tablet,India,Social Media,119,1,0,0,410
1263,3/31/2025 15:10,Interested,Tablet,India,Social Media,22,3,0,0,666
2168,7/19/2025 22:50,Awareness,Tablet,USA,Google,92,0,0,0,689
2168,7/19/2025 22:52,Interested,Tablet,USA,Google,120,3,0,0,626
2168,7/19/2025 22:55,Proposal & Negotiation,Tablet,USA,Google,126,2,0,0,454
2168,7/19/2025 22:57,Proposal & Negotiation,Tablet,USA,Google,99,4,0,0,426
2168,7/19/2025 22:59,Deal Signed,Tablet,USA,Google,122,5,3,22890,9277
2866,3/15/2025 14:00,Awareness,Mobile,Canada,Email,124,1,0,0,307
2866,3/15/2025 14:01,Interested,Mobile,Canada,Email,98,2,0,0,561
2010,4/17/2025 17:37,Awareness,Desktop,Canada,Google,63,0,0,0,326
2010,4/17/2025 17:39,Interested,Desktop,Canada,Google,121,2,0,0,790
2010,4/17/2025 17:40,Proposal & Negotiation,Desktop,Canada,Google,71,4,0,0,681
1643,6/9/2025 6:55,Awareness,Mobile,Australia,Email,67,1,0,0,754
1643,6/9/2025 6:57,Interested,Mobile,Australia,Email,122,2,0,0,296
1473,5/3/2025 6:26,Awareness,Desktop,UK,Google,119,0,0,0,595
1473,5/3/2025 6:28,Interested,Desktop,UK,Google,121,1,0,0,705
1073,7/22/2025 22:17,Awareness,Mobile,France,Direct,25,0,0,0,429
1073,7/22/2025 22:20,Interested,Mobile,France,Direct,126,2,0,0,569
1460,3/25/2025 18:38,Awareness,Tablet,USA,Direct,45,0,0,0,377
1460,3/25/2025 18:40,Interested,Tablet,USA,Direct,123,1,0,0,234
2149,8/4/2025 13:59,Awareness,Desktop,USA,Direct,129,1,0,0,204
2149,8/4/2025 14:02,Interested,Desktop,USA,Direct,129,1,0,0,251
2149,8/4/2025 14:04,Proposal & Negotiation,Desktop,USA,Direct,120,5,0,0,307
2149,8/4/2025 14:06,Proposal & Negotiation,Desktop,USA,Direct,119,4,0,0,377
2149,8/4/2025 14:08,Deal Signed,Desktop,USA,Direct,119,4,4,23090,11140
2698,2/9/2025 13:19,Awareness,Tablet,USA,Google,44,0,0,0,355
2698,2/9/2025 13:22,Interested,Tablet,USA,Google,129,3,0,0,329
1546,8/11/2025 6:00,Awareness,Mobile,Australia,Google,122,1,0,0,241
1546,8/11/2025 6:02,Interested,Mobile,Australia,Google,121,1,0,0,355
1546,8/11/2025 6:04,Proposal & Negotiation,Mobile,Australia,Google,121,1,0,0,669
1546,8/11/2025 6:06,Proposal & Negotiation,Mobile,Australia,Google,108,3,0,0,471
1546,8/11/2025 6:06,Deal Lost,Mobile,Australia,Google,21,5,0,0,515
1093,5/9/2025 12:32,Awareness,Tablet,France,Email,26,1,0,0,517
1093,5/9/2025 12:33,Interested,Tablet,France,Email,24,1,0,0,430
1093,5/9/2025 12:33,Proposal & Negotiation,Tablet,France,Email,21,1,0,0,453
1093,5/9/2025 12:36,Proposal & Negotiation,Tablet,France,Email,126,3,0,0,533
1093,5/9/2025 12:37,Deal Signed,Tablet,France,Email,98,2,1,6730,2126
1181,3/14/2025 16:27,Awareness,Mobile,Germany,Direct,41,0,0,0,354
1873,3/13/2025 4:31,Awareness,Tablet,India,Email,46,1,0,0,302
1511,2/4/2025 18:21,Awareness,Mobile,India,Email,20,1,0,0,458
1511,2/4/2025 18:22,Interested,Mobile,India,Email,39,2,0,0,494
1511,2/4/2025 18:24,Proposal & Negotiation,Mobile,India,Email,116,4,0,0,461
1511,2/4/2025 18:26,Proposal & Negotiation,Mobile,India,Email,117,3,0,0,254
2321,8/15/2025 21:26,Awareness,Tablet,Germany,Email,122,0,0,0,589
2321,8/15/2025 21:28,Interested,Tablet,Germany,Email,119,3,0,0,214
1412,7/23/2025 9:50,Awareness,Desktop,France,Google,78,1,0,0,366
1412,7/23/2025 9:51,Interested,Desktop,France,Google,56,2,0,0,392
1963,3/24/2025 20:31,Awareness,Desktop,UK,Email,81,0,0,0,591
2609,5/2/2025 23:51,Awareness,Desktop,Canada,Email,82,1,0,0,291
2609,5/2/2025 23:53,Interested,Desktop,Canada,Email,79,3,0,0,591
2609,5/2/2025 23:55,Proposal & Negotiation,Desktop,Canada,Email,119,5,0,0,662
1498,6/18/2025 2:09,Awareness,Mobile,France,Google,126,0,0,0,410
1498,6/18/2025 2:11,Interested,Mobile,France,Google,119,3,0,0,610
1498,6/18/2025 2:12,Proposal & Negotiation,Mobile,France,Google,60,5,0,0,442
1498,6/18/2025 2:14,Proposal & Negotiation,Mobile,France,Google,85,4,0,0,550
1498,6/18/2025 2:16,Deal Signed,Mobile,France,Google,126,1,1,8920,3194
1874,3/24/2025 9:24,Awareness,Mobile,France,Direct,104,0,0,0,749
1874,3/24/2025 9:26,Interested,Mobile,France,Direct,119,2,0,0,727
1160,7/10/2025 7:31,Awareness,Desktop,UK,Direct,119,0,0,0,560
1160,7/10/2025 7:31,Interested,Desktop,UK,Direct,42,3,0,0,272
1160,7/10/2025 7:33,Proposal & Negotiation,Desktop,UK,Direct,93,3,0,0,494
2712,7/23/2025 21:07,Awareness,Desktop,Australia,Direct,55,0,0,0,251
1042,6/9/2025 21:48,Awareness,Mobile,France,Email,114,0,0,0,633
1042,6/9/2025 21:49,Interested,Mobile,France,Email,39,3,0,0,453
1042,6/9/2025 21:49,Proposal & Negotiation,Mobile,France,Email,31,3,0,0,436
1042,6/9/2025 21:52,Proposal & Negotiation,Mobile,France,Email,126,1,0,0,547
1904,8/20/2025 21:44,Awareness,Mobile,UK,Social Media,119,0,0,0,786
1904,8/20/2025 21:46,Interested,Mobile,UK,Social Media,73,3,0,0,340
1674,8/30/2025 23:26,Awareness,Tablet,Australia,Email,78,0,0,0,426
1674,8/30/2025 23:28,Interested,Tablet,Australia,Email,86,3,0,0,594
1674,8/30/2025 23:28,Proposal & Negotiation,Tablet,Australia,Email,44,5,0,0,783
1674,8/30/2025 23:30,Proposal & Negotiation,Tablet,Australia,Email,118,2,0,0,406
1674,8/30/2025 23:32,Deal Signed,Tablet,Australia,Email,90,3,2,17910,8057
2237,2/23/2025 19:38,Awareness,Mobile,France,Google,65,1,0,0,771
2237,2/23/2025 19:38,Interested,Mobile,France,Google,43,1,0,0,381
2237,2/23/2025 19:39,Proposal & Negotiation,Mobile,France,Google,38,4,0,0,478
2237,2/23/2025 19:39,Proposal & Negotiation,Mobile,France,Google,25,2,0,0,469
2237,2/23/2025 19:41,Deal Lost,Mobile,France,Google,108,5,0,0,584
2015,5/16/2025 18:38,Awareness,Tablet,Canada,Google,122,0,0,0,408
2015,5/16/2025 18:41,Interested,Tablet,Canada,Google,129,3,0,0,217
2015,5/16/2025 18:43,Proposal & Negotiation,Tablet,Canada,Google,119,3,0,0,226
1133,1/27/2025 8:53,Awareness,Mobile,France,Google,64,0,0,0,531
1133,1/27/2025 8:54,Interested,Mobile,France,Google,35,2,0,0,523
2737,7/31/2025 13:30,Awareness,Tablet,France,Direct,37,0,0,0,318
2737,7/31/2025 13:31,Interested,Tablet,France,Direct,52,1,0,0,644
2987,2/27/2025 23:29,Awareness,Tablet,France,Email,129,0,0,0,268
2987,2/27/2025 23:31,Interested,Tablet,France,Email,119,2,0,0,495
1841,2/16/2025 2:42,Awareness,Desktop,Germany,Direct,17,1,0,0,563
1841,2/16/2025 2:43,Interested,Desktop,Germany,Direct,101,3,0,0,318
1841,2/16/2025 2:44,Proposal & Negotiation,Desktop,Germany,Direct,42,2,0,0,587
1841,2/16/2025 2:46,Proposal & Negotiation,Desktop,Germany,Direct,122,1,0,0,534
1841,2/16/2025 2:48,Deal Lost,Desktop,Germany,Direct,98,1,0,0,343
1759,8/2/2025 10:09,Awareness,Desktop,Germany,Google,106,1,0,0,327
1759,8/2/2025 10:11,Interested,Desktop,Germany,Google,108,3,0,0,695
1759,8/2/2025 10:11,Proposal & Negotiation,Desktop,Germany,Google,23,2,0,0,699
1692,5/21/2025 9:07,Awareness,Mobile,USA,Direct,120,0,0,0,581
1692,5/21/2025 9:07,Interested,Mobile,USA,Direct,54,2,0,0,739
1692,5/21/2025 9:09,Proposal & Negotiation,Mobile,USA,Direct,83,1,0,0,316
2076,3/18/2025 19:36,Awareness,Desktop,USA,Email,43,0,0,0,361
2076,3/18/2025 19:37,Interested,Desktop,USA,Email,70,3,0,0,224
1172,8/31/2025 18:34,Awareness,Desktop,Australia,Direct,55,0,0,0,476
1172,8/31/2025 18:35,Interested,Desktop,Australia,Direct,22,2,0,0,530
1705,4/27/2025 22:10,Awareness,Desktop,USA,Email,92,0,0,0,534
1705,4/27/2025 22:10,Interested,Desktop,USA,Email,20,1,0,0,326
1425,2/11/2025 8:30,Awareness,Desktop,France,Direct,119,0,0,0,651
1425,2/11/2025 8:31,Interested,Desktop,France,Direct,68,2,0,0,479
2255,3/9/2025 20:26,Awareness,Desktop,Germany,Direct,105,1,0,0,762
1997,8/19/2025 16:43,Awareness,Desktop,France,Email,94,1,0,0,713
2361,7/27/2025 21:49,Awareness,Desktop,Canada,Google,38,0,0,0,420
1627,7/3/2025 14:55,Awareness,Tablet,UK,Direct,129,1,0,0,649
1627,7/3/2025 14:57,Interested,Tablet,UK,Direct,119,1,0,0,419
1627,7/3/2025 14:58,Proposal & Negotiation,Tablet,UK,Direct,46,5,0,0,501
1627,7/3/2025 15:00,Proposal & Negotiation,Tablet,UK,Direct,120,3,0,0,624
1627,7/3/2025 15:03,Deal Signed,Tablet,UK,Direct,129,5,2,13390,5466
2067,8/22/2025 8:20,Awareness,Mobile,Australia,Google,58,0,0,0,617
2067,8/22/2025 8:21,Interested,Mobile,Australia,Google,22,1,0,0,643
2326,7/6/2025 5:57,Awareness,Desktop,UK,Email,32,1,0,0,413
2326,7/6/2025 5:59,Interested,Desktop,UK,Email,126,1,0,0,408
2326,7/6/2025 6:02,Proposal & Negotiation,Desktop,UK,Email,119,3,0,0,206
2838,4/15/2025 7:30,Awareness,Tablet,UK,Google,38,1,0,0,288
2838,4/15/2025 7:31,Interested,Tablet,UK,Google,57,1,0,0,324
1127,3/6/2025 5:06,Awareness,Desktop,India,Social Media,40,0,0,0,738
1087,3/7/2025 1:57,Awareness,Desktop,India,Google,125,1,0,0,209
1087,3/7/2025 1:58,Interested,Desktop,India,Google,44,3,0,0,557
1954,5/22/2025 10:59,Awareness,Tablet,USA,Email,129,1,0,0,668
1012,8/5/2025 20:29,Awareness,Tablet,UK,Direct,64,0,0,0,634
1774,3/26/2025 22:42,Awareness,Tablet,Canada,Email,22,1,0,0,210
1774,3/26/2025 22:42,Interested,Tablet,Canada,Email,34,3,0,0,680
2956,7/6/2025 1:21,Awareness,Tablet,Australia,Email,126,0,0,0,341
2956,7/6/2025 1:22,Interested,Tablet,Australia,Email,88,3,0,0,493
1525,6/24/2025 10:26,Awareness,Mobile,Canada,Direct,46,1,0,0,245
1525,6/24/2025 10:29,Interested,Mobile,Canada,Direct,128,2,0,0,361
1525,6/24/2025 10:31,Proposal & Negotiation,Mobile,Canada,Direct,122,2,0,0,274
1525,6/24/2025 10:34,Proposal & Negotiation,Mobile,Canada,Direct,119,2,0,0,527
1525,6/24/2025 10:37,Deal Signed,Mobile,Canada,Direct,128,3,3,25560,11059
2269,7/13/2025 6:34,Awareness,Mobile,India,Social Media,126,1,0,0,676
2269,7/13/2025 6:36,Interested,Mobile,India,Social Media,104,1,0,0,456
2269,7/13/2025 6:38,Proposal & Negotiation,Mobile,India,Social Media,118,1,0,0,556
2269,7/13/2025 6:38,Proposal & Negotiation,Mobile,India,Social Media,17,3,0,0,335
2269,7/13/2025 6:40,Deal Signed,Mobile,India,Social Media,122,2,2,12100,4841
1842,5/31/2025 10:27,Awareness,Desktop,UK,Direct,119,0,0,0,517
1501,2/7/2025 21:14,Awareness,Mobile,USA,Social Media,42,1,0,0,541
1501,2/7/2025 21:14,Interested,Mobile,USA,Social Media,28,1,0,0,604
2116,5/29/2025 2:00,Awareness,Tablet,France,Google,34,1,0,0,450
2116,5/29/2025 2:01,Interested,Tablet,France,Google,57,1,0,0,681
2748,4/27/2025 20:55,Awareness,Mobile,India,Email,72,0,0,0,238
2748,4/27/2025 20:57,Interested,Mobile,India,Email,122,3,0,0,738
1566,5/27/2025 14:04,Awareness,Mobile,Australia,Social Media,51,0,0,0,360
1535,5/24/2025 11:16,Awareness,Desktop,Germany,Social Media,76,1,0,0,473
1535,5/24/2025 11:19,Interested,Desktop,Germany,Social Media,128,2,0,0,491
2277,8/9/2025 18:41,Awareness,Tablet,USA,Direct,88,1,0,0,376
2277,8/9/2025 18:42,Interested,Tablet,USA,Direct,64,1,0,0,730
1571,4/7/2025 23:24,Awareness,Mobile,UK,Social Media,78,0,0,0,607
1571,4/7/2025 23:27,Interested,Mobile,UK,Social Media,129,2,0,0,373
1035,5/11/2025 22:02,Awareness,Tablet,Germany,Email,119,1,0,0,687
1035,5/11/2025 22:04,Interested,Tablet,Germany,Email,122,2,0,0,301
1035,5/11/2025 22:07,Proposal & Negotiation,Tablet,Germany,Email,126,4,0,0,360
2119,1/9/2025 19:56,Awareness,Tablet,Australia,Google,89,0,0,0,568
2119,1/9/2025 19:57,Interested,Tablet,Australia,Google,19,2,0,0,602
1823,3/29/2025 12:58,Awareness,Desktop,France,Email,115,0,0,0,239
1823,3/29/2025 12:58,Interested,Desktop,France,Email,25,2,0,0,262
1823,3/29/2025 13:01,Proposal & Negotiation,Desktop,France,Email,128,3,0,0,551
1823,3/29/2025 13:02,Proposal & Negotiation,Desktop,France,Email,32,5,0,0,633
1823,3/29/2025 13:03,Deal Lost,Desktop,France,Email,48,5,0,0,731
1028,8/5/2025 16:07,Awareness,Desktop,USA,Google,65,0,0,0,320
1028,8/5/2025 16:10,Interested,Desktop,USA,Google,128,2,0,0,709
1028,8/5/2025 16:11,Proposal & Negotiation,Desktop,USA,Google,46,2,0,0,750
1028,8/5/2025 16:12,Proposal & Negotiation,Desktop,USA,Google,93,1,0,0,461
1028,8/5/2025 16:13,Deal Signed,Desktop,USA,Google,46,1,1,8370,3132
1580,1/20/2025 15:40,Awareness,Tablet,India,Google,119,1,0,0,545
1580,1/20/2025 15:42,Interested,Tablet,India,Google,103,3,0,0,296
1580,1/20/2025 15:44,Proposal & Negotiation,Tablet,India,Google,126,5,0,0,725
1580,1/20/2025 15:45,Proposal & Negotiation,Tablet,India,Google,23,4,0,0,763
1580,1/20/2025 15:46,Deal Signed,Tablet,India,Google,82,4,1,5670,1925
1787,7/24/2025 16:52,Awareness,Mobile,Canada,Social Media,30,0,0,0,332
1787,7/24/2025 16:54,Interested,Mobile,Canada,Social Media,93,1,0,0,435
1787,7/24/2025 16:56,Proposal & Negotiation,Mobile,Canada,Social Media,119,2,0,0,395
1062,3/29/2025 0:36,Awareness,Mobile,Australia,Google,128,0,0,0,716
1062,3/29/2025 0:39,Interested,Mobile,Australia,Google,129,2,0,0,243
1062,3/29/2025 0:40,Proposal & Negotiation,Mobile,Australia,Google,84,5,0,0,609
1062,3/29/2025 0:42,Proposal & Negotiation,Mobile,Australia,Google,100,1,0,0,322
1062,3/29/2025 0:44,Deal Signed,Mobile,Australia,Google,116,4,4,31600,16721
2037,6/18/2025 22:04,Awareness,Mobile,France,Social Media,58,1,0,0,484
2037,6/18/2025 22:07,Interested,Mobile,France,Social Media,129,3,0,0,468
2037,6/18/2025 22:08,Proposal & Negotiation,Mobile,France,Social Media,54,4,0,0,456
2037,6/18/2025 22:10,Proposal & Negotiation,Mobile,France,Social Media,119,2,0,0,728
2037,6/18/2025 22:11,Deal Signed,Mobile,France,Social Media,45,1,1,4430,1633
2902,7/12/2025 5:15,Awareness,Mobile,Canada,Email,123,0,0,0,584
2902,7/12/2025 5:16,Interested,Mobile,Canada,Email,48,2,0,0,313
2902,7/12/2025 5:19,Proposal & Negotiation,Mobile,Canada,Email,126,1,0,0,666
2678,3/31/2025 3:17,Awareness,Tablet,India,Google,126,1,0,0,379
2678,3/31/2025 3:20,Interested,Tablet,India,Google,129,1,0,0,491
2344,3/26/2025 21:22,Awareness,Tablet,UK,Social Media,129,1,0,0,561
2344,3/26/2025 21:24,Interested,Tablet,UK,Social Media,108,1,0,0,277
2213,7/23/2025 17:29,Awareness,Desktop,Canada,Email,119,0,0,0,653
2213,7/23/2025 17:29,Interested,Desktop,Canada,Email,19,2,0,0,267
2213,7/23/2025 17:31,Proposal & Negotiation,Desktop,Canada,Email,119,2,0,0,237
2213,7/23/2025 17:34,Proposal & Negotiation,Desktop,Canada,Email,126,1,0,0,681
2213,7/23/2025 17:35,Deal Lost,Desktop,Canada,Email,79,1,0,0,566
1409,1/4/2025 10:20,Awareness,Mobile,USA,Google,128,0,0,0,705
1409,1/4/2025 10:21,Interested,Mobile,USA,Google,57,1,0,0,223
1409,1/4/2025 10:23,Proposal & Negotiation,Mobile,USA,Google,119,4,0,0,673
1409,1/4/2025 10:24,Proposal & Negotiation,Mobile,USA,Google,90,2,0,0,390
1409,1/4/2025 10:26,Deal Lost,Mobile,USA,Google,103,2,0,0,447
1179,1/25/2025 23:20,Awareness,Mobile,India,Direct,119,0,0,0,711
1179,1/25/2025 23:21,Interested,Mobile,India,Direct,83,3,0,0,754
2008,8/3/2025 11:36,Awareness,Desktop,UK,Social Media,129,1,0,0,394
2008,8/3/2025 11:39,Interested,Desktop,UK,Social Media,128,2,0,0,473
2008,8/3/2025 11:41,Proposal & Negotiation,Desktop,UK,Social Media,118,5,0,0,770
2008,8/3/2025 11:41,Proposal & Negotiation,Desktop,UK,Social Media,45,5,0,0,490
2980,1/16/2025 10:53,Awareness,Mobile,India,Social Media,122,1,0,0,216
2980,1/16/2025 10:55,Interested,Mobile,India,Social Media,129,3,0,0,491
2257,4/3/2025 3:52,Awareness,Mobile,UK,Email,102,1,0,0,575
2787,4/5/2025 8:07,Awareness,Tablet,Canada,Google,23,0,0,0,214
2787,4/5/2025 8:08,Interested,Tablet,Canada,Google,16,3,0,0,584
2787,4/5/2025 8:10,Proposal & Negotiation,Tablet,Canada,Google,126,5,0,0,535
1611,4/19/2025 6:21,Awareness,Tablet,France,Google,125,0,0,0,577
1611,4/19/2025 6:23,Interested,Tablet,France,Google,125,2,0,0,498
1611,4/19/2025 6:24,Proposal & Negotiation,Tablet,France,Google,39,4,0,0,272
1611,4/19/2025 6:25,Proposal & Negotiation,Tablet,France,Google,82,2,0,0,328
1611,4/19/2025 6:28,Deal Lost,Tablet,France,Google,128,3,0,0,633
1814,1/28/2025 8:39,Awareness,Tablet,France,Email,35,1,0,0,410
1814,1/28/2025 8:40,Interested,Tablet,France,Email,28,1,0,0,295
1814,1/28/2025 8:40,Proposal & Negotiation,Tablet,France,Email,37,2,0,0,548
1814,1/28/2025 8:42,Proposal & Negotiation,Tablet,France,Email,103,3,0,0,738
1814,1/28/2025 8:44,Deal Signed,Tablet,France,Email,110,4,2,12990,5178
2774,5/22/2025 20:41,Awareness,Mobile,UK,Email,122,0,0,0,251
2774,5/22/2025 20:43,Interested,Mobile,UK,Email,122,2,0,0,341
2987,2/24/2025 23:10,Awareness,Desktop,Germany,Email,15,1,0,0,767
2987,2/24/2025 23:12,Interested,Desktop,Germany,Email,122,3,0,0,306
1827,6/8/2025 8:39,Awareness,Mobile,UK,Social Media,128,1,0,0,564
1827,6/8/2025 8:40,Interested,Mobile,UK,Social Media,65,2,0,0,335
2130,8/4/2025 0:07,Awareness,Desktop,Canada,Google,126,1,0,0,528
2130,8/4/2025 0:08,Interested,Desktop,Canada,Google,68,3,0,0,724
1105,1/6/2025 6:48,Awareness,Mobile,France,Email,122,1,0,0,577
2739,3/13/2025 12:58,Awareness,Desktop,UK,Google,119,1,0,0,665
1644,7/18/2025 21:53,Awareness,Desktop,Australia,Social Media,65,1,0,0,260
1845,6/29/2025 18:34,Awareness,Desktop,Australia,Direct,71,1,0,0,734
1845,6/29/2025 18:35,Interested,Desktop,Australia,Direct,21,2,0,0,668
1845,6/29/2025 18:35,Proposal & Negotiation,Desktop,Australia,Direct,15,4,0,0,661
1845,6/29/2025 18:38,Proposal & Negotiation,Desktop,Australia,Direct,126,4,0,0,700
1845,6/29/2025 18:40,Deal Signed,Desktop,Australia,Direct,122,3,2,19340,8610
1715,6/11/2025 17:50,Awareness,Tablet,India,Social Media,129,1,0,0,669
1715,6/11/2025 17:53,Interested,Tablet,India,Social Media,129,2,0,0,386
2505,1/5/2025 18:20,Awareness,Mobile,USA,Direct,111,0,0,0,655
2505,1/5/2025 18:22,Interested,Mobile,USA,Direct,115,1,0,0,665
1136,1/29/2025 3:50,Awareness,Desktop,UK,Google,35,1,0,0,431
1136,1/29/2025 3:53,Interested,Desktop,UK,Google,126,2,0,0,432
2465,1/23/2025 18:49,Awareness,Mobile,UK,Social Media,35,0,0,0,581
1053,6/20/2025 22:08,Awareness,Mobile,France,Direct,41,0,0,0,274
1053,6/20/2025 22:11,Interested,Mobile,France,Direct,126,3,0,0,484
1053,6/20/2025 22:13,Proposal & Negotiation,Mobile,France,Direct,126,2,0,0,313
1053,6/20/2025 22:16,Proposal & Negotiation,Mobile,France,Direct,129,1,0,0,453
1053,6/20/2025 22:17,Deal Lost,Mobile,France,Direct,16,4,0,0,764
2894,6/30/2025 1:49,Awareness,Mobile,Germany,Direct,122,1,0,0,582
2096,6/5/2025 5:14,Awareness,Mobile,Australia,Email,79,1,0,0,494
2422,4/1/2025 0:40,Awareness,Desktop,Germany,Google,128,0,0,0,705
2075,6/22/2025 19:08,Awareness,Tablet,UK,Direct,119,1,0,0,589
1064,7/10/2025 13:40,Awareness,Tablet,India,Social Media,85,0,0,0,458
1064,7/10/2025 13:41,Interested,Tablet,India,Social Media,42,3,0,0,498
1611,3/14/2025 1:35,Awareness,Mobile,USA,Google,74,0,0,0,350
1611,3/14/2025 1:37,Interested,Mobile,USA,Google,112,1,0,0,262
2354,4/3/2025 10:18,Awareness,Tablet,UK,Google,128,1,0,0,611
2354,4/3/2025 10:19,Interested,Tablet,UK,Google,75,1,0,0,651
1429,5/10/2025 2:16,Awareness,Tablet,Germany,Social Media,126,1,0,0,732
1429,5/10/2025 2:19,Interested,Tablet,Germany,Social Media,126,2,0,0,355
1429,5/10/2025 2:21,Proposal & Negotiation,Tablet,Germany,Social Media,115,1,0,0,224
1652,8/4/2025 10:46,Awareness,Mobile,UK,Social Media,53,0,0,0,478
1400,6/10/2025 16:22,Awareness,Mobile,India,Google,122,1,0,0,705
1400,6/10/2025 16:23,Interested,Mobile,India,Google,18,3,0,0,561
2055,1/29/2025 14:01,Awareness,Tablet,UK,Google,45,1,0,0,555
2055,1/29/2025 14:03,Interested,Tablet,UK,Google,129,2,0,0,701
2239,2/3/2025 11:14,Awareness,Desktop,UK,Email,111,0,0,0,423
2239,2/3/2025 11:15,Interested,Desktop,UK,Email,52,1,0,0,598
2239,2/3/2025 11:16,Proposal & Negotiation,Desktop,UK,Email,51,4,0,0,751
2239,2/3/2025 11:16,Proposal & Negotiation,Desktop,UK,Email,16,3,0,0,728
2239,2/3/2025 11:19,Deal Lost,Desktop,UK,Email,129,4,0,0,203
2150,6/7/2025 17:28,Awareness,Desktop,Germany,Social Media,119,1,0,0,554
2150,6/7/2025 17:30,Interested,Desktop,Germany,Social Media,122,3,0,0,470
2719,4/21/2025 6:48,Awareness,Desktop,USA,Direct,68,0,0,0,346
2719,4/21/2025 6:50,Interested,Desktop,USA,Direct,109,2,0,0,640
1643,7/3/2025 6:53,Awareness,Tablet,France,Google,85,1,0,0,712
1643,7/3/2025 6:55,Interested,Tablet,France,Google,118,1,0,0,717
2239,1/17/2025 4:22,Awareness,Tablet,Germany,Email,101,0,0,0,469
2239,1/17/2025 4:24,Interested,Tablet,Germany,Email,116,1,0,0,450
1171,5/10/2025 18:11,Awareness,Tablet,Canada,Social Media,43,1,0,0,721
1171,5/10/2025 18:12,Interested,Tablet,Canada,Social Media,27,1,0,0,402
1171,5/10/2025 18:13,Proposal & Negotiation,Tablet,Canada,Social Media,101,1,0,0,298
1611,5/1/2025 10:57,Awareness,Mobile,Canada,Direct,100,0,0,0,406
1430,1/26/2025 18:55,Awareness,Mobile,UK,Direct,46,1,0,0,581
